Region,שם מוסד,רשות מקומית,פיקוח,מגזר,מחזור סיום,מקצוע,"י""ל",מספר נבחנים,ממוצע ציון סופי,סמל מוסד
west,מקיף אחווה ירכא,ירכא,ממלכתי,דרוזי,2023,שווק וקדום מכירות,3,13,76.77,800060
west,מקיף אחווה ירכא,ירכא,ממלכתי,דרוזי,2021,תשתיות מחשוב ותקשוב,5,16,92.13,800060
west,מקיף אחווה ירכא,ירכא,ממלכתי,דרוזי,2022,תשתיות מחשוב ותקשוב,5,17,85,800060
west,מקיף אחווה ירכא,ירכא,ממלכתי,דרוזי,2023,תשתיות מחשוב ותקשוב,5,19,89.53,800060
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,אזרחות,2,117,84.54,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,אזרחות,5,34,73.74,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,אזרחות,2,97,74.05,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,אזרחות,5,23,69.61,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,אזרחות,2,98,84.48,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,אזרחות,5,51,72.94,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,אנגלית,3,59,69.58,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,אנגלית,4,38,72.61,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,אנגלית,5,54,82.67,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,אנגלית,3,29,70.93,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,אנגלית,4,35,67.66,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,אנגלית,5,54,77.98,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,אנגלית,3,38,71.66,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,אנגלית,4,38,68.97,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,אנגלית,5,73,79.64,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,ביולוגיה,5,21,70.19,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,ביולוגיה,5,30,69.97,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,ביולוגיה,5,29,67.45,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,הסטוריה - בי'ס דרוזי,2,151,82.5,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,הסטוריה - בי'ס דרוזי,2,120,83.31,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,הסטוריה - בי'ס דרוזי,2,149,85.21,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,חשבונאות,5,21,67.19,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,חשבונאות,5,15,66.73,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,חשבונאות,5,15,66.87,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,כימיה,5,73,79.14,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,כימיה,5,61,76.15,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,כימיה,5,57,82.32,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,מדעי הבריאות,5,27,85.7,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,מדעי הבריאות,5,17,65.47,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,מדעי המחשב,5,13,79.15,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,מנהל וכלכלה,5,22,83.05,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,מנהל וכלכלה,5,14,88.29,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,מנהל וכלכלה,5,19,78.89,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,מערכות ניהול מידע וי,5,37,76.16,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,מערכות ניהול מידע וי,5,21,82.48,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,מערכות ניהול מידע וי,5,24,77.67,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,מערכות רפואיות,5,26,89.54,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,מערכות רפואיות,5,18,91.61,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,"מערכות תיב""מ",5,15,70.4,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,"מערכות תיב""מ",5,13,76.15,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,מתמטיקה,3,86,63.15,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,מתמטיקה,4,46,69.35,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,מתמטיקה,5,16,83.56,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,מתמטיקה,3,65,64.83,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,מתמטיקה,4,37,68.89,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,מתמטיקה,5,16,68.88,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,מתמטיקה,3,74,62.39,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,מתמטיקה,4,51,68.67,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,מתמטיקה,5,18,70.33,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,עברית בחינוך הדרוזי,3,82,61.78,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,עברית בחינוך הדרוזי,5,69,81.01,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,עברית בחינוך הדרוזי,3,58,59.55,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,עברית בחינוך הדרוזי,5,62,80.18,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,עברית בחינוך הדרוזי,3,68,65.65,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,עברית בחינוך הדרוזי,5,79,83.33,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,ערבית לדרוזים,3,100,70.3,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,ערבית לדרוזים,5,50,88,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,ערבית לדרוזים,3,63,71.3,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,ערבית לדרוזים,5,56,84.07,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,ערבית לדרוזים,3,64,69.58,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,ערבית לדרוזים,5,85,83.24,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2021,פיסיקה,5,26,95.69,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2022,פיסיקה,5,24,92.88,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,פיסיקה,5,25,76.52,248336
west,עמל כסרא סמיע,כסרא-סמיע,ממלכתי,דרוזי,2023,תכנון ותכנות מערכות,5,11,86.82,248336
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2023,אומנות,5,17,92.47,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2021,אזרחות,2,72,79.86,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2022,אזרחות,2,64,83.16,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2023,אזרחות,2,57,77.88,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2021,אמנות שימושית,5,13,87.54,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2022,אמנות שימושית,5,14,89.86,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2021,אנגלית,4,23,78,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2021,אנגלית,5,50,87.56,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2022,אנגלית,4,13,78.23,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2022,אנגלית,5,53,90.09,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2023,אנגלית,4,15,75.8,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2023,אנגלית,5,44,87.16,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2021,ביולוגיה,5,16,91,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2022,ביולוגיה,5,17,86.06,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2023,ביולוגיה,5,13,80.77,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2021,הסטוריה,2,70,80.69,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2022,הסטוריה,2,63,83.86,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2023,הסטוריה,2,59,81.19,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2021,כימיה,5,11,91.82,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2021,מדעי החברה,5,11,86.82,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2021,מדעי המחשב,5,13,84,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2022,מדעי המחשב,5,16,91.81,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2023,מדעי לימודי הסביבה,5,18,80.39,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2021,מתמטיקה,3,31,85.23,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2021,מתמטיקה,4,17,90.35,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2021,מתמטיקה,5,24,95.13,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2022,מתמטיקה,3,20,89.45,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2022,מתמטיקה,4,16,81.81,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2022,מתמטיקה,5,28,90.82,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2023,מתמטיקה,3,24,90.46,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2023,מתמטיקה,4,17,80.59,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2023,מתמטיקה,5,17,85,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2021,ספרות,2,75,80.37,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2022,ספרות,2,68,81.9,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2023,ספרות,2,62,72.6,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2021,עברית )לשון והבעה(,2,74,80.85,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2022,עברית )לשון והבעה(,2,69,85.88,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2023,עברית )לשון והבעה(,2,60,78.93,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2021,ערבית לבי'ס יהודי,5,11,91.45,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2023,ערבית לבי'ס יהודי,5,12,86.33,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2021,פיסיקה,5,14,96.86,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2022,פיסיקה,5,15,90.8,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2022,תכנון ותכנות מערכות,5,14,97.07,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2021,תנ'ך,2,70,81.47,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2022,תנ'ך,2,62,83.21,244483
west,אמירים כפר ורדים,כפר ורדים,ממלכתי,יהודי,2023,תנ'ך,2,57,84.04,244483
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2021,אזרחות,2,62,84.48,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2022,אזרחות,2,61,84.02,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2023,אזרחות,2,54,84.39,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2022,אמנות שימושית,5,11,85.64,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2021,אנגלית,4,17,87.41,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2021,אנגלית,5,41,86.29,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2022,אנגלית,4,12,85.25,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2022,אנגלית,5,47,89,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2023,אנגלית,4,12,76,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2023,אנגלית,5,40,89.38,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2021,ביולוגיה,5,23,92.83,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2022,ביולוגיה,5,24,90.46,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2023,ביולוגיה,5,14,92.79,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2021,הסטוריה,2,60,84.15,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2022,הסטוריה,2,61,83.54,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2023,הסטוריה,2,52,85.58,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2021,חנוך גופני,5,14,85.5,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2023,חנוך גופני,5,13,79.23,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2021,מתמטיקה,3,29,92.24,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2021,מתמטיקה,4,12,92.75,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2021,מתמטיקה,5,15,88.87,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2022,מתמטיקה,3,26,87.88,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2022,מתמטיקה,4,23,84.74,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2022,מתמטיקה,5,11,85.82,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2023,מתמטיקה,3,26,89.58,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2023,מתמטיקה,4,14,90.36,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2023,מתמטיקה,5,12,85,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2021,ספרות,2,57,81.49,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2022,ספרות,2,54,82.46,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2023,ספרות,2,46,80.7,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2021,עברית )לשון והבעה(,2,60,83.17,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2022,עברית )לשון והבעה(,2,60,83.72,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2023,עברית )לשון והבעה(,2,51,80.25,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2022,תאטרון,5,14,93.07,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2021,תיירות,5,14,84.79,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2022,תיירות,5,19,82.63,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2023,תיירות,5,11,84.36,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2021,תנ'ך,2,61,84.9,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2022,תנ'ך,2,60,85.7,349928
west,ניסויי על איזורי תפן,כפר ורדים,ממלכתי,יהודי,2023,תנ'ך,2,52,82.44,349928
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,אזרחות,2,222,78.91,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,אזרחות,2,179,72.92,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,אזרחות,2,179,75.66,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,אנגלית,3,43,71.93,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,אנגלית,4,91,78.82,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,אנגלית,5,79,91.38,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,אנגלית,3,28,66.68,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,אנגלית,4,64,75.7,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,אנגלית,5,75,90.24,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,אנגלית,3,27,72.48,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,אנגלית,4,71,77.31,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,אנגלית,5,81,90.01,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,ביולוגיה,5,62,73.95,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,ביולוגיה,5,33,68.67,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,ביולוגיה,5,43,75.3,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,הסטוריה - בי'ס ערבי,2,216,91.74,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,הסטוריה - בי'ס ערבי,2,177,92.21,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,הסטוריה - בי'ס ערבי,2,186,94.61,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,ישומים בביוטכנולוגיה,5,42,94.95,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,ישומים בביוטכנולוגיה,5,26,92.27,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,כימיה,5,94,89.94,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,כימיה,5,57,83.09,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,כימיה,5,69,79.04,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,מדעי המחשב,5,43,90.09,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,מדעי המחשב,5,45,78.07,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,מדעי המחשב,5,35,87.8,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,מדעי לימודי הסביבה,5,68,81.56,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,מדעי לימודי הסביבה,5,54,70.69,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,מדעי לימודי הסביבה,5,44,75.89,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,מערכות ביוטכנולוגיה,5,39,85.97,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,מערכות ביוטכנולוגיה,5,23,83.52,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,מערכות תקשוב,5,19,72.26,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,מערכות תקשוב,5,12,68.75,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,מערכות תקשוב,5,19,72.89,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,מתמטיקה,3,120,76.38,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,מתמטיקה,4,47,85.45,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,מתמטיקה,5,39,88.67,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,מתמטיקה,3,92,74.45,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,מתמטיקה,4,35,81.26,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,מתמטיקה,5,29,79.83,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,מתמטיקה,3,91,75.14,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,מתמטיקה,4,45,81.64,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,מתמטיקה,5,36,85.14,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,עברית בחינוך הערבי,3,199,82.86,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,עברית בחינוך הערבי,5,25,90.16,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,עברית בחינוך הערבי,3,154,81.34,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,עברית בחינוך הערבי,5,15,85.87,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,עברית בחינוך הערבי,3,136,79.13,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,עברית בחינוך הערבי,5,41,82.15,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,ערבית לערבים,3,213,81.83,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,ערבית לערבים,3,165,81.76,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,ערבית לערבים,3,171,81.74,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,פיסיקה,5,42,93.48,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,פיסיקה,5,45,89.18,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,פיסיקה,5,46,85.39,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,תכנון ותכנות מערכות,5,43,98.6,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,תכנון ותכנות מערכות,5,44,94.93,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,תכנון ותכנות מערכות,5,47,96.55,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2021,תשתיות מחשוב ותקשוב,5,17,68.35,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2022,תשתיות מחשוב ותקשוב,5,12,70.75,248013
west,"מקיף ע""ש יני",כפר יאסיף,ממלכתי,ערבי,2023,תשתיות מחשוב ותקשוב,5,18,63.22,248013
west,נירים,מטה אשר,ממלכתי,יהודי,2021,אזרחות,2,22,81.32,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2022,אזרחות,2,22,84.73,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2023,אזרחות,2,18,88.33,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2022,אנגלית,5,12,84,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2021,גאוגרפיה,5,23,84.09,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2021,הסטוריה,2,23,78.7,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2022,הסטוריה,2,21,77.38,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2023,הסטוריה,2,18,81.11,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2022,מדעי לימודי הסביבה,5,22,77.23,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2023,מערכות תקשוב,5,18,71.39,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2021,מתמטיקה,3,19,72.42,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2022,מתמטיקה,3,17,78.24,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2023,מתמטיקה,3,11,68.09,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2021,ספרות,2,24,74.71,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2022,ספרות,2,25,80.48,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2023,ספרות,2,20,78.8,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2021,עברית )לשון והבעה(,2,23,76.7,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2022,עברית )לשון והבעה(,2,22,75.05,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2023,עברית )לשון והבעה(,2,18,75.5,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2021,תנ'ך,2,22,80.95,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2022,תנ'ך,2,17,84.24,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2023,תנ'ך,2,17,81.59,240820
west,נירים,מטה אשר,ממלכתי,יהודי,2023,תשתיות מחשוב ותקשוב,5,17,84,240820
west,"בי""ס מקיף השלום דנון",מטה אשר,ממלכתי,ערבי,2021,אזרחות,2,130,74.42,247221
west,"בי""ס מקיף השלום דנון",מטה אשר,ממלכתי,ערבי,2022,אזרחות,2,88,69.44,247221
