Region,שם מוסד,רשות מקומית,פיקוח,מגזר,מחזור סיום,מקצוע,"י""ל",מספר נבחנים,ממוצע ציון סופי,סמל מוסד
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,אנגלית,4,29,74.14,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,אנגלית,5,43,85.44,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,אנגלית,3,43,71.09,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,אנגלית,4,27,71.85,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,אנגלית,5,50,84.86,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2023,אנגלית,3,38,74.24,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2023,אנגלית,4,32,73.41,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2023,אנגלית,5,48,83.98,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,ביולוגיה,5,18,81.39,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,ביולוגיה,5,24,79.25,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2023,ביולוגיה,5,15,74,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,הסטוריה,2,142,76.67,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,הסטוריה,2,129,81.6,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2023,הסטוריה,2,126,82.7,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,טלוויזיה וקולנוע,5,31,73.45,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,טלוויזיה וקולנוע,5,30,69.53,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2023,טלוויזיה וקולנוע,5,20,69.55,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,כימיה,5,14,80.07,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,מדעי הבריאות,5,12,83.17,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,מדעי הבריאות,5,17,78.94,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,מדעי המחשב,5,12,88,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,מערכות אלקטרוניות,5,17,74.88,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,מערכות אלקטרוניות,5,15,81.13,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2023,מערכות אלקטרוניות,5,12,78.25,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,מערכות רפואיות,5,12,91.25,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,מערכות רפואיות,5,15,88.8,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,מתמטיקה,3,99,72.23,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,מתמטיקה,4,20,76.8,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,מתמטיקה,5,13,73.54,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,מתמטיקה,3,80,74.06,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,מתמטיקה,4,24,80.21,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,מתמטיקה,5,11,75.36,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2023,מתמטיקה,3,81,75,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2023,מתמטיקה,4,25,78.84,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,ספרות,2,141,78.91,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,ספרות,2,126,81.84,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2023,ספרות,2,122,80.98,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,עברית )לשון והבעה(,2,143,71.24,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,עברית )לשון והבעה(,2,129,74.78,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2023,עברית )לשון והבעה(,2,123,73.15,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,עצוב,3,28,91.32,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,עצוב,5,12,92.08,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2023,עצוב,5,18,91.78,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,פיסיקה,5,11,76.09,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,תאטרון,5,28,84.86,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,תאטרון,5,28,84.25,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2023,תאטרון,5,40,80.15,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,תכנון ותכנות מערכות,5,11,94,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,תנ'ך,2,119,79.18,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2021,תנ'ך,5,22,84.64,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,תנ'ך,2,113,75.21,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2022,תנ'ך,5,11,75.27,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2023,תנ'ך,2,100,79.04,270025
east,עמל בגין צפת,צפת,ממלכתי,יהודי,2023,תנ'ך,5,23,79.87,270025
east,בית חנה,צפת,ממלכתי דתי,יהודי,2023,אומנות,5,11,83.09,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2021,אזרחות,2,89,86.24,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2022,אזרחות,2,69,86,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2023,אזרחות,2,95,83.81,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2021,אידיש,5,15,95.33,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2021,אנגלית,4,42,81.02,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2021,אנגלית,5,36,93.94,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2022,אנגלית,4,31,75.58,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2022,אנגלית,5,27,90.15,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2023,אנגלית,4,50,79.96,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2023,אנגלית,5,32,88.97,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2021,הסטוריה,2,89,86.42,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2022,הסטוריה,2,70,84.7,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2023,הסטוריה,2,99,81.69,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2021,יהדות,5,86,90.2,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2022,יהדות,5,66,86.89,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2023,יהדות,5,88,86.5,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2021,מנהל וכלכלה,5,19,95.05,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2022,מנהל וכלכלה,5,11,83,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2023,מנהל וכלכלה,5,23,90.17,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2021,מתמטיקה,3,53,90.7,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2021,מתמטיקה,4,24,86.54,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2022,מתמטיקה,3,27,83.41,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2022,מתמטיקה,4,25,82.72,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2022,מתמטיקה,5,13,84,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2023,מתמטיקה,3,45,83.49,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2023,מתמטיקה,4,37,83.16,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2021,ניהול משאבי אנוש,3,18,87.56,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2022,ניהול משאבי אנוש,3,12,89,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2023,ניהול משאבי אנוש,3,22,88,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2021,ספרות,2,87,87.72,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2022,ספרות,2,70,87.5,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2023,ספרות,2,95,85.76,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2021,עברית )לשון והבעה(,2,89,87.85,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2022,עברית )לשון והבעה(,2,70,84,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2023,עברית )לשון והבעה(,2,96,83.25,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2021,עצוב,5,38,89.61,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2022,עצוב,5,18,94.11,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2022,פסיכולוגיה התפתחותית,5,22,91.36,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2023,פסיכולוגיה התפתחותית,5,28,89.75,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2022,רישומי פעילויות בחינ,5,20,86.35,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2023,רישומי פעילויות בחינ,5,29,87,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2021,תנ'ך,3,21,73.14,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2021,תנ'ך,5,70,90.61,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2022,תנ'ך,3,13,62.23,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2022,תנ'ך,5,53,87.49,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2023,תנ'ך,3,29,66.76,270801
east,בית חנה,צפת,ממלכתי דתי,יהודי,2023,תנ'ך,5,65,86.89,270801
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2021,אזרחות,2,60,80.48,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2022,אזרחות,2,59,81.69,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2023,אזרחות,2,57,86.25,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2021,אנגלית,4,28,79.64,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2021,אנגלית,5,22,88.64,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2022,אנגלית,4,24,76.04,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2022,אנגלית,5,31,87.84,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2023,אנגלית,4,16,73.94,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2023,אנגלית,5,36,83.97,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2021,ביולוגיה,5,11,89.73,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2022,ביולוגיה,5,15,86.2,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2023,ביולוגיה,5,18,85.22,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2021,הסטוריה,2,62,85.19,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2022,הסטוריה,2,59,86.61,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2023,הסטוריה,2,57,90.11,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2021,הפקות בתקשורת,3,17,85.24,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2022,הפקות בתקשורת,3,15,84.93,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2023,הפקות בתקשורת,3,11,73.09,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2021,מחשבת ישראל וספרות,2,62,84.61,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2022,מחשבת ישראל וספרות,2,59,85.85,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2023,מחשבת ישראל וספרות,2,58,83.76,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2021,מתמטיקה,3,32,81.22,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2021,מתמטיקה,4,19,85.63,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2022,מתמטיקה,3,30,86.37,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2022,מתמטיקה,4,18,80.17,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2022,מתמטיקה,5,11,76.82,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2023,מתמטיקה,3,28,80.43,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2023,מתמטיקה,4,21,80.67,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2021,עברית )לשון והבעה(,2,60,82.08,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2022,עברית )לשון והבעה(,2,59,85.36,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2023,עברית )לשון והבעה(,2,58,79.97,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2021,פסיכולוגיה התפתחותית,5,28,86.29,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2022,פסיכולוגיה התפתחותית,5,19,76.58,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2023,פסיכולוגיה התפתחותית,5,22,82.86,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2021,רישומי פעילויות בחינ,5,24,91.88,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2022,רישומי פעילויות בחינ,5,18,90.22,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2023,רישומי פעילויות בחינ,5,18,91.67,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2021,תושבע'פ ותלמוד,3,61,84.34,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2022,תושבע'פ ותלמוד,3,57,88.37,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2023,תושבע'פ ותלמוד,3,56,88.55,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2021,תנ'ך,3,32,80.31,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2021,תנ'ך,5,28,82.21,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2022,תנ'ך,3,29,79.79,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2022,תנ'ך,5,30,82.53,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2023,תנ'ך,3,21,76,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2023,תנ'ך,5,37,83.65,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2021,תקשורת וחברה,5,17,85.35,353581
east,"אולפנא אמי""ת",צפת,ממלכתי דתי,יהודי,2022,תקשורת וחברה,5,15,81.93,353581
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2021,אומנות,5,13,83.85,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2021,אזרחות,2,48,82.48,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2022,אזרחות,2,46,82.24,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2023,אזרחות,2,41,85.49,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2021,אנגלית,4,25,77.12,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2021,אנגלית,5,23,86.52,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2022,אנגלית,4,24,70,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2022,אנגלית,5,22,89.32,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2023,אנגלית,4,20,74.9,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2023,אנגלית,5,21,85.14,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2022,ביולוגיה,5,13,77.38,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2021,הסטוריה,2,47,83.15,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2022,הסטוריה,2,47,78.83,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2023,הסטוריה,2,42,85.45,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2021,מחשבת ישראל וספרות,2,48,84.44,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2022,מחשבת ישראל וספרות,2,46,83.78,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2023,מחשבת ישראל וספרות,2,42,85.64,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2021,מתמטיקה,3,24,84.79,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2021,מתמטיקה,4,15,81.2,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2022,מתמטיקה,3,25,79.68,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2022,מתמטיקה,4,18,73.06,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2023,מתמטיקה,3,21,84.38,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2023,מתמטיקה,4,12,74.17,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2021,עברית )לשון והבעה(,2,48,82.96,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2022,עברית )לשון והבעה(,2,48,83.19,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2023,עברית )לשון והבעה(,2,42,83.36,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2021,תאטרון,5,12,97.17,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2023,תאטרון,5,13,91.38,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2021,תושבע'פ ותלמוד,5,41,81.76,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2022,תושבע'פ ותלמוד,5,45,84.87,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2023,תושבע'פ ותלמוד,5,37,86.76,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2021,תנ'ך,5,43,82.58,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2022,תנ'ך,5,39,81.95,715920
east,אולפנת קצרין,קצרין,ממלכתי דתי,יהודי,2023,תנ'ך,5,37,82.3,715920
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,אזרחות,2,171,81.94,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,אזרחות,2,147,80.78,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,אזרחות,2,163,78.79,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,אנגלית,3,33,73.85,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,אנגלית,4,47,75.85,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,אנגלית,5,90,85.83,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,אנגלית,3,32,75.06,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,אנגלית,4,43,73.49,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,אנגלית,5,73,85.23,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,אנגלית,3,37,72.81,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,אנגלית,4,56,72.79,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,אנגלית,5,73,83.01,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,ביולוגיה,5,30,85.37,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,ביולוגיה,5,14,80.79,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,ביולוגיה,5,21,86.43,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,הסטוריה,2,170,78.82,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,הסטוריה,2,149,86.83,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,הסטוריה,2,181,82.86,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,הפקות בתקשורת,3,39,83.97,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,הפקות בתקשורת,3,24,76.46,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,הפקות בתקשורת,3,34,73.97,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,ישומים בביוטכנולוגיה,5,23,95.57,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,ישומים בביוטכנולוגיה,5,14,96.14,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,כימיה,5,21,86.71,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,כימיה,5,11,77.91,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,מדעי המחשב,5,11,86.09,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,מנהל וכלכלה,5,17,74.29,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,מנהל וכלכלה,5,32,71.91,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,מנהל וכלכלה,5,32,64.63,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,מנהל תיירותי,3,14,83.14,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,מנהל תיירותי,3,12,55.42,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,מערכות ביוטכנולוגיה,5,23,90.74,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,מערכות ביוטכנולוגיה,5,14,87.5,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,מתמטיקה,3,103,78.12,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,מתמטיקה,4,36,83.89,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,מתמטיקה,5,26,89.23,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,מתמטיקה,3,87,74.07,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,מתמטיקה,4,31,84.26,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,מתמטיקה,5,23,84.65,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,מתמטיקה,3,109,73.55,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,מתמטיקה,4,33,80.12,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,מתמטיקה,5,18,79.11,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,ספרות,2,176,79.7,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,ספרות,2,147,78.52,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,ספרות,2,171,75.59,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,עברית )לשון והבעה(,2,170,75.41,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,עברית )לשון והבעה(,2,148,80.15,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,עברית )לשון והבעה(,2,176,72.8,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,פיסיקה,5,22,87.23,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,פיסיקה,5,25,91.04,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,פיסיקה,5,18,80.39,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,תאטרון,5,19,87.68,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,תאטרון,5,21,87,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,תאטרון,5,18,87.11,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,תיירות,5,18,85.83,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,תיירות,5,17,76.18,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,תיירות,5,30,69.8,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,תנ'ך,2,173,81.09,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,תנ'ך,2,148,82.39,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,תנ'ך,2,167,81.99,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2021,תקשורת וחברה,5,52,75.4,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2022,תקשורת וחברה,5,38,74.45,240010
east,אורט דנציגר ק. שמונה,קרית שמונה,ממלכתי,יהודי,2023,תקשורת וחברה,5,47,68.26,240010
east,המתמיד קרית שמונה,קרית שמונה,ממלכתי דתי,יהודי,2021,אזרחות,2,29,79.17,240218
east,המתמיד קרית שמונה,קרית שמונה,ממלכתי דתי,יהודי,2023,אזרחות,2,28,77.14,240218
east,המתמיד קרית שמונה,קרית שמונה,ממלכתי דתי,יהודי,2021,אנגלית,5,20,88.65,240218
east,המתמיד קרית שמונה,קרית שמונה,ממלכתי דתי,יהודי,2023,אנגלית,5,19,82.74,240218
east,המתמיד קרית שמונה,קרית שמונה,ממלכתי דתי,יהודי,2021,הסטוריה,2,23,78.74,240218
east,המתמיד קרית שמונה,קרית שמונה,ממלכתי דתי,יהודי,2023,הסטוריה,2,28,82.54,240218
east,המתמיד קרית שמונה,קרית שמונה,ממלכתי דתי,יהודי,2021,מחשבת ישראל וספרות,2,29,81.59,240218
